J'  k'     J"  k"  s' s"   OBS/CM-1    CALC/CM-1  OBS-CALC/CM-1  WEIGHT      UNC/CM-1        OBS/MHZ        CALC/MHZ    OBS-CALC/MHZ
 5   5      4   2    a s     9.340320     9.344608   -0.004288   0.167E+06    0.00173205     280015.749      280144.299    -128.550   
 5   2      4   2    a a    51.341620    51.341604    0.000016   0.333E+06    0.00141421    1539183.046     1539182.557       0.489   
 5   2      4   2    s s    51.344140    51.343230    0.000910   0.250E+06    0.00141421    1539258.593     1539231.309      27.284   
 5   2      4   2    a a    51.340256    51.341604   -0.001348   0.413E+05    0.00401995    1539142.154     1539182.557     -40.403   
 5   2      4   2    a s    51.392420    51.392323    0.000097   0.160E+08    0.00025000    1540705.991     1540703.091       2.901   
 5   1      4   2    s a    57.272950    57.279702   -0.006752   0.167E+06   0.00141421     1716999.846     1717202.272    -202.426   
 5   2      4   2    a a    51.340447    51.341604   -0.001157   0.208E+07    0.00056569    1539147.880     1539182.557     -34.677   
 5   5      4   2    a s     9.348290     9.344608    0.003682   0.100E+06    0.00200000     280254.684      280144.299     110.385   
 5   2      4   2    s s    51.343920    51.343230    0.000690   0.250E+06    0.00141421    1539251.998     1539231.309      20.689   
 5   4      4   2    a a    27.329970    27.343409   -0.013439   0.111E+06   0.00173205      819331.888      819734.779    -402.890   
 5   2      4   2    s s    51.343370    51.343230    0.000140   0.500E+06    0.00141421    1539235.509     1539231.309       4.200   
 5   5      4   2    s a     9.232000     9.239458   -0.007458   0.167E+06   0.00173205      276768.397      276991.972    -223.575   
 5   2      4   2    s s    51.344780    51.343230    0.001550   0.200E+06    0.00141421    1539277.780     1539231.309      46.471   
 5   2      4   2    a a    51.341480    51.341604   -0.000124   0.208E+07    0.00056569    1539178.849     1539182.557      -3.708   
 5   2      4   2    a a    51.341497    51.341604   -0.000107   0.208E+07    0.00056569    1539179.358     1539182.557      -3.199   
 6   2      4   2    a a   112.896380   112.900040   -0.003660   0.500E+06    0.00141421    3384548.326     3384658.035    -109.709   
 6   2      4   2    a a   112.899138   112.900040   -0.000902   0.139E+07    0.00069282    3384631.009     3384658.035     -27.026   
 6   2      4   2    a a   112.899340   112.900040   -0.000700   0.133E+06    0.00173205    3384637.065     3384658.035     -20.971   
 6   1      4   2    s a   118.827631   118.827635   -0.000004   0.104E+07    0.00056569    3562362.758     3562362.892      -0.134   
 6   2      4   2    a a   112.900815   112.900040    0.000775   0.694E+06    0.00069282    3384681.284     3384658.035      23.249   
 6   2      4   2    s s   112.903130   112.903544   -0.000414   0.133E+06    0.00173205    3384750.686     3384763.108     -12.422   
 6   2      4   2    s s   112.903740   112.903544    0.000196   0.167E+06    0.00173205    3384768.973     3384763.108       5.865   
 6   1      4   2    a s   118.925229   118.924881    0.000348   0.781E+06    0.00080000    3565288.672     3565278.229      10.443   
 6   2      4   2    s s   112.904867   112.903544    0.001323   0.139E+07    0.00069282    3384802.760     3384763.108      39.651   
 6   5      4   2    a s    70.998930    70.990136    0.008794   0.222E+06   0.00173205     2128494.374     2128230.727     263.647   
 6   5      4   2    s a    70.885240    70.887077   -0.001837   0.200E+06    0.00141421    2125086.034     2125141.119     -55.085   
 6   2      4   2    s s   112.903707   112.903544    0.000163   0.104E+07    0.00069282    3384767.984     3384763.108       4.876   
 6   2      4   2    s s   112.901240   112.903544   -0.002304   0.250E+06    0.00141421    3384694.025     3384763.108     -69.083   
 6   5      4   2    a s    70.994520    70.990136    0.004384   0.125E+06    0.00200000    2128362.166     2128230.727     131.439   
 6   2      4   2    s s   112.903853   112.903544    0.000309   0.104E+07    0.00069282    3384772.361     3384763.108       9.253   
 6   2      4   2    a a   112.900431   112.900040    0.000391   0.139E+07    0.00069282    3384669.772     3384658.035      11.737   
 6   2      4   2    s s   112.904010   112.903544    0.000466   0.250E+06    0.00141421    3384777.068     3384763.108      13.959   
 6   5      4   2    a s    70.984864    70.990136   -0.005272   0.125E+06    0.00200000    2128072.686     2128230.727    -158.041   
 6   2      4   2    s s   112.903640   112.903544    0.000096   0.133E+06    0.00173205    3384765.975     3384763.108       2.867   
 6   1      4   2    a s   118.930240   118.924881    0.005359   0.800E+05    0.00223607    3565438.898     3565278.229     160.669   
 6   2      4   2    a a   112.900160   112.900040    0.000120   0.222E+06    0.00173205    3384661.647     3384658.035       3.612   
 6   1      4   2    s a   118.826410   118.827635   -0.001225   0.200E+06    0.00141421    3562326.153     3562362.892     -36.739   
 6   2      4   2    a a   112.899549   112.900040   -0.000491   0.139E+07    0.00069282    3384643.330     3384658.035     -14.705   
 6   5      4   2    s a    70.893850    70.887077    0.006773   0.200E+06   0.00141421     2125344.155     2125141.119     203.036   
 6   5      4   2    a s    70.990690    70.990136    0.000554   0.800E+05    0.00223607    2128247.345     2128230.727      16.618   
 6   2      4   2    a a   112.899440   112.900040   -0.000600   0.222E+06    0.00173205    3384640.062     3384658.035     -17.973   
 6   2      4   2    s s   112.903100   112.903544   -0.000444   0.133E+06    0.00173205    3384749.786     3384763.108     -13.322   
 6   5      4   2    s a    70.883680    70.887077   -0.003397   0.333E+06    0.00141421    2125039.266     2125141.119    -101.853   
 6   2      4   2    a a   112.899929   112.900040   -0.000111   0.139E+07    0.00069282    3384654.722     3384658.035      -3.313   
 6   2      4   2    a a   112.900140   112.900040    0.000100   0.133E+06    0.00173205    3384661.048     3384658.035       3.013   
 6   5      4   2    s a    70.879960    70.887077   -0.007117   0.167E+06   0.00141421     2124927.743     2125141.119    -213.376   
 6   5      4   2    a s    70.985260    70.990136   -0.004876   0.125E+06    0.00200000    2128084.558     2128230.727    -146.169   
 6   2      4   2    a a   112.899720   112.900040   -0.000320   0.111E+06    0.00173205    3384648.457     3384658.035      -9.578   
 6   1      4   2    a s   118.930070   118.924881    0.005189   0.800E+05    0.00223607    3565433.802     3565278.229     155.573   
 6   2      4   2    s s   112.902920   112.903544   -0.000624   0.222E+06    0.00173205    3384744.390     3384763.108     -18.718   
 6   1      4   2    s a   118.831960   118.827635    0.004325   0.111E+06    0.00173205    3562492.538     3562362.892     129.646   
 6   5      4   2    a s    70.990433    70.990136    0.000297   0.781E+06    0.00080000    2128239.640     2128230.727       8.914   
 4   0      4  -3    s a    17.957140    17.951433    0.005707   0.333E+06   0.00141421      538341.514      538170.411     171.103   
 4   0      4  -3    s a    17.947441    17.951433   -0.003992   0.500E+06    0.00141421     538050.745      538170.411    -119.666   
 4  -3      4   3    a s     0.051975     0.051975    0.000000   0.899E+13    0.00000033       1558.178        1558.174       0.004   
 4   0      4  -3    s a    17.957730    17.951433    0.006297   0.167E+06   0.00173205      538359.202      538170.411     188.791   
 4   0      4   3    a s    18.055250    18.053140    0.002110   0.333E+06    0.00141421     541282.778      541219.512      63.265   
 4   3      4  -3    a s     0.051989     0.051989    0.000000   0.899E+13    0.00000033       1558.600        1558.599       0.001   
 4   0      4  -3    s a    17.941017    17.951433   -0.010416   0.222E+06   0.00173205      537858.159      538170.411    -312.252   
 4   0      4  -3    s a    17.956870    17.951433    0.005437   0.167E+06   0.00173205      538333.420      538170.411     163.009   
 4   0      4  -3    s a    17.949590    17.951433   -0.001843   0.167E+06    0.00173205     538115.171      538170.411     -55.240   
 4   0      4  -3    s a    17.957830    17.951433    0.006397   0.133E+06   0.00173205      538362.200      538170.411     191.789   
 4   0      4  -3    s a    17.955910    17.951433    0.004477   0.167E+06    0.00173205     538304.639      538170.411     134.228   
 5  -3      4   3    s s    51.360290    51.360546   -0.000256   0.333E+06    0.00141421    1539742.758     1539750.420      -7.662   
 5  -3      4   3    s s    51.360300    51.360546   -0.000246   0.333E+06    0.00141421    1539743.058     1539750.420      -7.362   
 5   3      4  -3    a a    51.359100    51.358912    0.000188   0.333E+06    0.00141421    1539707.083     1539701.461       5.622   
 5  -3      4   3    s s    51.360481    51.360546   -0.000065   0.208E+07    0.00056569    1539748.484     1539750.420      -1.936   
 5  -3      4   3    s s    51.360510    51.360546   -0.000036   0.250E+06    0.00141421    1539749.354     1539750.420      -1.066   
 5  -3      4   3    s s    51.360504    51.360546   -0.000042   0.208E+07    0.00056569    1539749.174     1539750.420      -1.246   
 5   3      4  -3    a a    51.358624    51.358912   -0.000288   0.208E+07    0.00056569    1539692.813     1539701.461      -8.648   
 5   3      4  -3    a a    51.359564    51.358912    0.000652   0.208E+07    0.00056569    1539720.993     1539701.461      19.533   
 5  -3      4   3    s s    51.360017    51.360546   -0.000529   0.208E+07    0.00056569    1539734.574     1539750.420     -15.846   
 5   3      4  -3    a a    51.358922    51.358912    0.000010   0.208E+07    0.00056569    1539701.747     1539701.461       0.286   
 5  -3      4   3    s s    51.359487    51.360546   -0.001059   0.208E+07    0.00056569    1539718.685     1539750.420     -31.735   
 5   3      4  -3    a a    51.359999    51.358912    0.001087   0.208E+07    0.00056569    1539734.034     1539701.461      32.574   
 5  -3      4   3    s s    51.361090    51.360546    0.000544   0.250E+06    0.00141421    1539766.742     1539750.420      16.322   
 5  -3      4  -3    s a    51.308390    51.308570   -0.000180   0.160E+08    0.00025000    1538186.835     1538192.246      -5.411   
 5  -3      4   3    s s    51.360879    51.360546    0.000333   0.413E+05    0.00401995    1539760.416     1539750.420       9.996   
 5   3      4  -3    a a    51.358199    51.358912   -0.000713   0.413E+05    0.00401995    1539680.072     1539701.461     -21.389   
 5  -3      4   3    s s    51.359820    51.360546   -0.000726   0.333E+06    0.00141421    1539728.668     1539750.420     -21.752   
 5   0      4   3    a s    69.388350    69.380948    0.007402   0.167E+06   0.00173205     2080210.400     2079988.489     221.912   
 5  -3      4   3    a a    51.359279    51.358877    0.000402   0.208E+07    0.00056569    1539712.449     1539700.398      12.052   
 5  -3      4   3    s s    51.361478    51.360546    0.000932   0.208E+07    0.00056569    1539778.374     1539750.420      27.954   
 5  -3      4   3    s s    51.360890    51.360546    0.000344   0.333E+06    0.00141421    1539760.746     1539750.420      10.326   
 5  -3      4   3    s s    51.363450    51.360546    0.002904   0.333E+06    0.00141421    1539837.493     1539750.420      87.073   
 5   3      4  -3    a a    51.359820    51.358912    0.000908   0.333E+06    0.00141421    1539728.668     1539701.461      27.207   
 5   3      4  -3    a a    51.358480    51.358912   -0.000432   0.333E+06    0.00141421    1539688.496     1539701.461     -12.965   
 5  -3      4   3    s s    51.360420    51.360546   -0.000126   0.208E+07    0.00056569    1539746.656     1539750.420      -3.764   
 5   3      4  -3    a a    51.358750    51.358912   -0.000162   0.250E+06    0.00141421    1539696.590     1539701.461      -4.870   
 5   3      4  -3    a a    51.358654    51.358912   -0.000258   0.208E+07    0.00056569    1539693.712     1539701.461      -7.748   
 5   0      4  -3    a a    69.329198    69.328973    0.000225   0.100E+09    0.00010000    2078437.068     2078430.315       6.753   
 5   3      4  -3    a a    51.359487    51.358912    0.000575   0.208E+07    0.00056569    1539718.685     1539701.461      17.224   
 5   3      4  -3    a a    51.358637    51.358912   -0.000275   0.156E+07    0.00056569    1539693.203     1539701.461      -8.258   
 5   3      4  -3    a a    51.359100    51.358912    0.000188   0.333E+06    0.00141421    1539707.083     1539701.461       5.622   
 5  -3      4   3    s s    51.359840    51.360546   -0.000706   0.333E+06    0.00141421    1539729.268     1539750.420     -21.152   
